index,gene_ids,n_cells,highly_variable,means,dispersions,dispersions_norm
C12orf45,ENSG00000151131,108,True,0.20066243,3.331976,3.1254528
PWP1,ENSG00000136045,171,True,0.29806522,3.4974904,1.6612573
SELPLG,ENSG00000110876,482,True,0.64750427,2.8307192,0.7091322
CORO1C,ENSG00000110880,127,True,0.19311313,2.3567789,1.1999533
USP30,ENSG00000135093,16,True,0.068577625,4.1731653,4.786358
GLTP,ENSG00000139433,137,True,0.23185052,2.9399738,2.3514555
GIT2,ENSG00000139436,295,True,0.46250686,3.6146302,1.811381
HVCN1,ENSG00000122986,331,True,0.62659675,3.4708436,1.6155356
ALDH2,ENSG00000111275,296,True,0.5693553,3.3442914,1.4363403
TMEM116,ENSG00000198270,71,True,0.13705128,2.358752,1.2038492
NAA25,ENSG00000111300,43,True,0.07268773,2.2623885,1.0135821
RPH3A,ENSG00000089169,8,True,0.01797306,2.2515006,0.9920843
OAS1,ENSG00000089127,526,True,0.73474306,2.95085,0.87923497
FBXO21,ENSG00000135108,105,True,0.22615084,3.5634148,3.5824223
RFC5,ENSG00000111445,70,True,0.1369482,3.374836,3.2100787
TAOK3,ENSG00000135090,329,True,0.4896067,2.6879737,0.6237996
DYNLL1,ENSG00000088986,913,True,1.1682391,3.6188514,1.570181
MLEC,ENSG00000110917,160,True,0.2603658,2.3151011,1.1176618
OASL,ENSG00000135114,126,True,0.20201449,2.010595,0.5164231
ORAI1,ENSG00000182500,246,True,0.40070385,3.058373,1.0984946
SETD1B,ENSG00000139718,58,True,0.11813239,3.0122552,2.494173
CLIP1,ENSG00000130779,92,True,0.1469423,2.1257346,0.7437628
RILPL2,ENSG00000150977,509,True,0.72347593,3.1647758,1.1821498
SNRNP35,ENSG00000184209,131,True,0.22135596,2.77586,2.0274174
EIF2B1,ENSG00000111361,235,True,0.40239733,3.5023854,1.6675305
NCOR2,ENSG00000196498,77,True,0.20793238,4.4278717,5.2892685
NOC4L,ENSG00000184967,113,True,0.21511644,3.7717454,3.9937654
MRP63,ENSG00000173141,544,True,0.7285418,2.8537493,0.74174225
GTF3A,ENSG00000122034,1400,True,1.5380274,2.8032508,0.5040119
MTIF3,ENSG00000122033,307,True,0.47141212,3.3741148,1.503142
FRY-AS1,ENSG00000237637,20,True,0.04843061,2.8672113,2.207788
N4BP2L1,ENSG00000139597,336,True,0.5073688,3.0421803,1.0777425
SPG20,ENSG00000133104,133,True,0.217573,2.4053974,1.2959493
ALG5,ENSG00000120697,186,True,0.30910695,3.2161593,1.30071
EXOSC8,ENSG00000120699,259,True,0.39287236,2.7013752,0.6409747
MTRF1,ENSG00000120662,34,True,0.13366427,5.0284014,6.4749975
DNAJC15,ENSG00000120675,391,True,0.69611865,5.4303293,4.3901286
CCDC122,ENSG00000151773,7,True,0.017102418,2.0135512,0.52225995
TSC22D1,ENSG00000102804,51,True,0.20850177,3.9266977,4.2997146
DLEU7,ENSG00000186047,11,True,0.024827922,2.0255356,0.5459227
RNASEH2B,ENSG00000136104,445,True,0.6326577,3.0766919,1.0574245
MZT1,ENSG00000204899,169,True,0.26992327,2.121678,0.7357534
DIS3,ENSG00000083520,72,True,0.14295581,2.7964127,2.0679982
MYCBP2,ENSG00000005810,224,True,0.3949157,3.372943,1.5016402
RBM26-AS1,ENSG00000227354,15,True,0.061827842,4.0274205,4.4985886
UBAC2,ENSG00000134882,357,True,0.54580426,3.1113143,1.166343
GPR183,ENSG00000169508,325,True,0.5585013,3.5393987,1.7149659
CLYBL,ENSG00000125246,48,True,0.09010407,2.6114392,1.7027731
ARGLU1,ENSG00000134884,482,True,0.67086065,2.7134814,0.54312575
ABHD13,ENSG00000139826,114,True,0.18761846,2.0123324,0.5198535
TNFSF13B,ENSG00000102524,433,True,0.7419058,3.2085893,1.2441888
ARHGEF7,ENSG00000102606,50,True,0.08801704,2.06118,0.61630183
MCF2L,ENSG00000126217,9,True,0.020599278,2.050995,0.5961918
CDC16,ENSG00000130177,86,True,0.15574563,3.07299,2.614092
RPPH1,ENSG00000259001,23,True,0.04591508,2.0429192,0.5802461
METTL3,ENSG00000165819,98,True,0.18814926,3.279657,3.0221503
CMTM5,ENSG00000166091,14,True,0.07472187,3.3690555,3.1986654
DHRS4,ENSG00000157326,64,True,0.117032476,2.5672162,1.6154559
PSME1,ENSG00000092010,1978,True,2.1189878,3.0763915,0.5388146
RP11-468E2.4,ENSG00000259529,63,True,0.13353978,3.7536778,3.9580915
IRF9,ENSG00000213928,333,True,0.5630419,3.4360883,1.5663228
CHMP4A,ENSG00000254505,835,True,1.073265,3.7174864,1.9980979
MDP1,ENSG00000213920,93,True,0.16981079,2.9206755,2.3133516
GMPR2,ENSG00000100938,334,True,0.48629275,2.6698792,0.60061014
TINF2,ENSG00000092330,364,True,0.53269136,2.8709729,0.8583271
CIDEB,ENSG00000136305,74,True,0.12600301,2.5437272,1.5690775
LTB4R,ENSG00000213903,104,True,0.19141391,2.0742996,0.64220583
GZMH,ENSG00000100450,269,True,1.0407668,3.4536364,1.5868529
GZMB,ENSG00000100453,326,True,1.5419765,4.191907,3.0942373
SCFD1,ENSG00000092108,204,True,0.34074408,3.6816344,1.897252
AP4S1,ENSG00000100478,30,True,0.056106713,2.4042685,1.2937202
EAPP,ENSG00000129518,447,True,0.6423795,2.9978664,0.94580925
PPP2R3C,ENSG00000092020,209,True,0.3484678,3.4827757,1.6423993
FBXO33,ENSG00000165355,72,True,0.13804357,2.3099303,1.1074522
FKBP3,ENSG00000100442,292,True,0.4514794,2.9703088,0.9856337
MIS18BP1,ENSG00000129534,168,True,0.2969879,3.8009782,2.0502002
NEMF,ENSG00000165525,320,True,0.5209087,3.205299,1.2867914
ARF6,ENSG00000165527,944,True,1.120203,2.869222,0.67596585
C14orf166,ENSG00000087302,822,True,1.0893427,4.0630913,2.5367687
PTGDR,ENSG00000168229,127,True,0.2945933,4.0409837,2.3577857
PSMC6,ENSG00000100519,240,True,0.38763782,3.9498668,2.2410123
CGRRF1,ENSG00000100532,113,True,0.23053497,3.7204523,3.8924885
MAPK1IP1L,ENSG00000168175,309,True,0.46830383,3.3110254,1.4222881
LGALS3,ENSG00000131981,662,True,1.180228,3.421336,1.2778231
RP11-349A22.5,ENSG00000257621,288,True,0.444335,2.8888884,0.88128716
ARID4A,ENSG00000032219,292,True,0.50243205,4.160959,2.5115428
JKAMP,ENSG00000050130,119,True,0.17391115,2.1125717,0.7177731
MNAT1,ENSG00000020426,100,True,0.21304445,3.9872854,4.419343
CTD-2302E22.4,ENSG00000261242,5,True,0.016184906,2.6061015,1.6922339
ATP6V1D,ENSG00000100554,212,True,0.33480692,2.680955,0.6148045
EIF2S1,ENSG00000134001,241,True,0.36629182,2.8206983,0.7938963
ARG2,ENSG00000081181,11,True,0.021579621,2.1310365,0.75423133
VTI1B,ENSG00000100568,336,True,0.49544784,2.903117,0.8995221
RAD51B,ENSG00000182185,35,True,0.119240455,4.74783,5.921017
DCAF5,ENSG00000139990,132,True,0.2255603,2.657518,1.7937542
ERH,ENSG00000100632,913,True,1.1032289,2.7850847,0.54482687
SRSF5,ENSG00000100650,1968,True,2.1161323,3.1966817,0.7541806
PCNX,ENSG00000100731,84,True,0.14404641,2.3794618,1.24474
RBM25,ENSG00000119707,451,True,0.66930926,3.7574558,2.0213728
NUMB,ENSG00000133961,216,True,0.34775633,2.7194104,0.6640882
LIN52,ENSG00000205659,30,True,0.08706414,4.413885,5.2616525
NPC2,ENSG00000119655,1121,True,1.6761676,3.0848508,1.0292733
ISCA2,ENSG00000165898,256,True,0.45728648,3.8339944,2.0925128
DLST,ENSG00000119689,104,True,0.17889905,2.761161,1.9983947
RPS6KL1,ENSG00000198208,7,True,0.036982942,4.2226768,4.8841166
RP11-950C14.3,ENSG00000258646,8,True,0.015634885,2.042269,0.5789623
C14orf1,ENSG00000133935,267,True,0.46626616,3.7533545,1.9891669
RP11-488C13.5,ENSG00000258301,24,True,0.07789223,4.2188334,4.8765283
GSTZ1,ENSG00000100577,72,True,0.10249826,2.2747376,1.037965
AHSA1,ENSG00000100591,321,True,0.49031398,3.2636783,1.3616092
SNW1,ENSG00000100603,379,True,0.5440243,3.049803,1.0875117
SEL1L,ENSG00000071537,70,True,0.12080857,2.0212746,0.53750944
SPATA7,ENSG00000042317,8,True,0.015150305,2.1748827,0.8408043
TTC8,ENSG00000165533,6,True,0.077430226,5.248446,6.9094696
TRIP11,ENSG00000100815,83,True,0.142352,2.7483373,1.9730744
ATXN3,ENSG00000066427,147,True,0.27181256,3.6513996,3.756146
IFI27,ENSG00000165949,90,True,0.26094633,2.8045526,2.08407
DICER1,ENSG00000100697,93,True,0.14115089,2.0485868,0.59143674
TCL1B,ENSG00000213231,9,True,0.024867594,2.2378297,0.96509147
TCL1A,ENSG00000100721,268,True,1.0068349,3.5424676,1.7253081
RP11-164H13.1,ENSG00000257275,22,True,0.061474256,2.2271962,0.94409597
HSP90AA1,ENSG00000080824,1439,True,1.6257116,2.890414,0.6665953
ANKRD9,ENSG00000156381,15,True,0.027724028,2.143178,0.7782043
CDC42BPB,ENSG00000198752,13,True,0.024128303,2.0886102,0.6704617
TNFAIP2,ENSG00000185215,175,True,0.30423284,3.3696756,1.4974529
EIF5,ENSG00000100664,743,True,0.93583304,2.9163046,0.74935037
TRMT61A,ENSG00000166166,48,True,0.09880458,2.9226587,2.3172672
BAG5,ENSG00000166170,81,True,0.14309709,2.679486,1.8371296
SIVA1,ENSG00000184990,599,True,0.8520339,3.5364888,1.7159892
PLD4,ENSG00000166428,126,True,0.20666637,2.0323458,0.5593692
C14orf80,ENSG00000185347,63,True,0.13877034,3.9207993,4.288068
AL928768.3,ENSG00000253701,19,True,0.10605782,3.4637275,3.3855925
KIAA0125,ENSG00000226777,93,True,0.21154599,2.287991,1.0641336
UBE3A,ENSG00000114062,143,True,0.25137243,2.9953797,2.4608529
ATP10A,ENSG00000206190,15,True,0.03288589,2.0140948,0.52333325
KLF13,ENSG00000169926,195,True,0.3208068,2.7745612,0.7347681
RP11-1000B6.3,ENSG00000261064,7,True,0.018580902,2.3402872,1.167391
ARHGAP11A,ENSG00000198826,5,True,0.024256963,3.2580216,2.9794319
DPH6,ENSG00000134146,61,True,0.16466194,4.6611667,5.7499027
THBS1,ENSG00000137801,8,True,0.018502982,2.2522488,0.99356157
EIF2AK4,ENSG00000128829,80,True,0.16396464,4.167617,4.7754025
PLCB2,ENSG00000137841,126,True,0.21083471,2.3385618,1.1639842
C15orf57,ENSG00000128891,214,True,0.4143029,4.321476,2.717258
RPUSD2,ENSG00000166133,68,True,0.22075562,4.506834,5.445177
RMDN3,ENSG00000137824,109,True,0.21484162,3.654775,3.7628102
TMEM87A,ENSG00000103978,196,True,0.34449294,3.4716058,1.6280842
ZNF106,ENSG00000103994,205,True,0.3170329,2.9335842,0.9385683
TMEM62,ENSG00000137842,31,True,0.055196196,2.429543,1.3436241
ADAL,ENSG00000168803,54,True,0.09765193,2.554984,1.5913041
PDIA3,ENSG00000167004,905,True,1.1148083,2.9800339,0.84868085
CASC4,ENSG00000166734,125,True,0.21729393,2.9024854,2.2774355
TRIM69,ENSG00000185880,239,True,0.36357194,2.7200835,0.6649507
USP8,ENSG00000138592,122,True,0.19978057,2.4249282,1.3345122
SPPL2A,ENSG00000138600,150,True,0.2557397,3.3759525,3.2122831
RP11-430B1.2,ENSG00000259577,19,True,0.04201468,2.1571932,0.805877
ARPP19,ENSG00000128989,254,True,0.39760062,2.916328,0.91645306
RP11-139H15.1,ENSG00000225973,247,True,0.40037888,3.1884127,1.2651505
TCF12,ENSG00000140262,63,True,0.1127558,2.4380486,1.3604181
LINC00926,ENSG00000247982,218,True,0.6281644,3.368222,1.4702255
ADAM10,ENSG00000137845,139,True,0.24166559,3.2846963,3.0321004
MYO1E,ENSG00000157483,8,True,0.016995242,2.1168616,0.7262433
BNIP2,ENSG00000140299,310,True,0.5443226,4.580482,3.049194
NARG2,ENSG00000128915,107,True,0.1803484,2.9374669,2.3465056
RP11-219B17.1,ENSG00000245534,7,True,0.01432555,2.0704482,0.6346013
RORA,ENSG00000069667,316,True,0.4868371,2.7241127,0.6701146
VPS13C,ENSG00000129003,128,True,0.23882188,3.3628721,3.1864564
TPM1,ENSG00000140416,75,True,0.17548302,2.8812265,2.2354605
RAB8B,ENSG00000166128,143,True,0.22946449,2.401874,1.2889925
APH1B,ENSG00000138613,113,True,0.1780889,2.1814835,0.8538375
FAM96A,ENSG00000166797,277,True,0.4560819,3.588609,1.7780328
KIAA0101,ENSG00000166803,17,True,0.02334381,2.1047032,0.7022369
CLPX,ENSG00000166855,80,True,0.1513855,2.9456704,2.362703
AAGAB,ENSG00000103591,93,True,0.23282568,4.6315536,5.6914325
C15orf61,ENSG00000189227,195,True,0.30318508,2.7068326,0.64796877
FEM1B,ENSG00000169018,80,True,0.1361218,2.1750057,0.8410472
EDC3,ENSG00000179151,39,True,0.08049708,2.7912443,2.0577931
COMMD4,ENSG00000140365,176,True,0.28936186,3.090057,1.1391001
NEIL1,ENSG00000140398,39,True,0.08204136,2.3307557,1.1485714
SIN3A,ENSG00000169375,89,True,0.14678565,2.1117706,0.71619135
SCAPER,ENSG00000140386,85,True,0.19812754,4.2008233,4.8409677
RCN2,ENSG00000117906,355,True,0.52589434,2.8890977,0.88155544
HMG20A,ENSG00000140382,39,True,0.072625645,2.263021,1.014831
ST20,ENSG00000180953,46,True,0.08702016,2.4641752,1.4120045
BCL2A1,ENSG00000140379,110,True,0.17804216,2.1397047,0.77134645
MESDC2,ENSG00000117899,312,True,0.47238213,2.6388757,0.5608768
IL16,ENSG00000172349,463,True,0.6414825,3.0041652,0.9547282
WHAMM,ENSG00000156232,158,True,0.27308205,3.1126688,2.692437
HOMER2,ENSG00000103942,7,True,0.015480234,2.3133612,1.1142262
FANCI,ENSG00000140525,16,True,0.028651435,2.0747457,0.6430866
IDH2,ENSG00000182054,493,True,0.6898845,2.7816858,0.63970184
UNC45A,ENSG00000140553,108,True,0.2322013,3.5689843,3.593419
HDDC3,ENSG00000184508,168,True,0.26890793,2.5744305,1.6297003
CHD2,ENSG00000173575,360,True,0.5530562,2.8639836,0.8493698
ARRDC4,ENSG00000140450,17,True,0.051719733,3.3337688,3.1289928
LYSMD4,ENSG00000183060,12,True,0.021948427,2.087137,0.66755295
TARSL2,ENSG00000185418,105,True,0.18745816,2.746678,1.9697986
POLR3K,ENSG00000161980,293,True,0.4344875,3.148778,1.2143556
HBA1,ENSG00000206172,24,True,0.15365417,4.0528994,4.548896
LUC7L,ENSG00000007392,121,True,0.23060282,3.4225156,3.304221
RAB40C,ENSG00000197562,26,True,0.04891455,2.0053036,0.50597525
C16orf13,ENSG00000130731,484,True,0.7302894,3.8445683,2.1447222
STUB1,ENSG00000103266,629,True,0.8430056,2.9432843,0.86852205
FAM173A,ENSG00000103254,287,True,0.43815622,2.8009386,0.7685728
RPUSD1,ENSG00000007376,112,True,0.18997143,2.0141451,0.52343255
NME3,ENSG00000103024,408,True,0.59688324,3.1778402,1.2006487
HAGH,ENSG00000063854,304,True,0.5775506,4.3952236,2.9244394
NDUFB10,ENSG00000140990,892,True,1.0900102,2.9375167,0.78241223
GFER,ENSG00000127554,174,True,0.2937221,3.2272184,1.314883
IL32,ENSG00000008517,1496,True,2.3434036,3.1806147,0.6568836
ZNF263,ENSG00000006194,102,True,0.2315699,3.76915,3.9886408
CORO7,ENSG00000262246,173,True,0.26571435,2.2582977,1.005505
DNAJA3,ENSG00000103423,125,True,0.23200095,2.4229078,1.3305231
NUDT16L1,ENSG00000168101,286,True,0.48098683,3.6745586,1.8881838
CARHSP1,ENSG00000153048,328,True,0.5347564,3.4495635,1.5998353
USP7,ENSG00000187555,84,True,0.15891835,3.2031555,2.8711004
ATF7IP2,ENSG00000166669,201,True,0.3484818,3.4051888,1.5429658
DEXI,ENSG00000182108,150,True,0.2957072,4.253218,2.6297803
LITAF,ENSG00000189067,838,True,1.0676502,2.8752341,0.68533665
TNFRSF17,ENSG00000048462,23,True,0.047475018,2.200718,0.89181536
PDXDC1,ENSG00000179889,65,True,0.14033775,3.724663,3.9008024
FOPNL,ENSG00000133393,148,True,0.25459084,2.793813,2.062865
COQ7,ENSG00000167186,324,True,0.5297112,2.7460456,0.6982232
CCP110,ENSG00000103540,38,True,0.07903767,3.5640588,3.5836937
IGSF6,ENSG00000140749,290,True,0.48858246,2.7016048,0.64126897
C16orf52,ENSG00000185716,14,True,0.03517555,3.004495,2.4788506
POLR3E,ENSG00000058600,80,True,0.14171295,2.4155183,1.3159326
GGA2,ENSG00000103365,157,True,0.25005546,2.1742015,0.83945936
EARS2,ENSG00000103356,14,True,0.05581231,4.201637,4.8425736
PRKCB,ENSG00000166501,377,True,0.60354865,2.8635423,0.75560904
RBBP6,ENSG00000122257,333,True,0.51315135,2.7710114,0.7302187
RABEP2,ENSG00000177548,74,True,0.15228313,3.6202774,3.694696
CD19,ENSG00000177455,97,True,0.19161785,2.1275344,0.7473165
SPNS1,ENSG00000169682,181,True,0.28771383,2.5936253,0.5028849
SNX29P2,ENSG00000198106,93,True,0.19565134,2.0449045,0.584166
C16orf54,ENSG00000185905,140,True,0.24255468,2.4184012,1.321625
TMEM219,ENSG00000149932,737,True,0.9828058,2.8485758,0.64378613
TAOK2,ENSG00000149930,37,True,0.08152055,3.0921655,2.6519537
YPEL3,ENSG00000090238,442,True,0.66098297,3.5371816,1.709469
SEPHS2,ENSG00000179918,233,True,0.3702727,2.75471,0.7093272
ZNF747,ENSG00000169955,33,True,0.100744165,4.3297963,5.095621
ZNF688,ENSG00000229809,196,True,0.34904745,3.3468409,1.4681884
PHKG2,ENSG00000156873,171,True,0.25942346,2.050525,0.5952635
STX4,ENSG00000103496,269,True,0.4267507,2.94685,0.9555695
FUS,ENSG00000089280,748,True,1.0609179,4.3442206,2.974946
PYCARD,ENSG00000103490,998,True,1.4134225,3.1912255,1.2276914
TGFB1I1,ENSG00000140682,7,True,0.017438246,2.4175057,1.3198569
C16orf58,ENSG00000140688,41,True,0.07791933,2.4010005,1.2872677
RP11-42I10.1,ENSG00000260086,6,True,0.012997165,2.0107098,0.51664954
CNEP1R1,ENSG00000205423,55,True,0.113403685,3.2517705,2.9670894
SNX20,ENSG00000167208,242,True,0.36326602,2.9475157,0.9564226
AKTIP,ENSG00000166971,163,True,0.27740914,2.9608202,2.392616
BBS2,ENSG00000125124,43,True,0.08499682,2.6778333,1.8338664
CPNE2,ENSG00000140848,64,True,0.13875063,3.1474898,2.76119
ARL2BP,ENSG00000102931,371,True,0.53206414,2.9156115,0.9155349
CIAPIN1,ENSG00000005194,180,True,0.33705825,4.1024747,2.4365911
GPR56,ENSG00000205336,94,True,0.20849489,2.230199,0.9500251
KIFC3,ENSG00000140859,10,True,0.021266907,2.0309117,0.5565376
C16orf80,ENSG00000070761,174,True,0.30897075,3.6721945,1.885154
GOT2,ENSG00000125166,91,True,0.15904392,3.3485868,3.1582503
FAM96B,ENSG00000166595,710,True,0.90951747,2.9521427,0.8052088
CES4A,ENSG00000172824,22,True,0.06571628,3.8848934,4.217173
TMEM208,ENSG00000168701,343,True,0.50323033,2.9759617,0.99287826
ACD,ENSG00000102977,114,True,0.21131895,2.5663335,1.6137131
TANGO6,ENSG00000103047,39,True,0.069853574,2.1654308,0.8221419
CYB5B,ENSG00000103018,258,True,0.42448968,3.1630776,1.2326816
NFAT5,ENSG00000102908,91,True,0.18842274,4.0767903,4.596068
ST3GAL2,ENSG00000157350,84,True,0.15121852,2.7176743,1.9125313
RP11-432I5.1,ENSG00000260886,7,True,0.019276625,2.785825,2.047093
ATXN1L,ENSG00000224470,60,True,0.16796696,4.51987,5.4709163
HP,ENSG00000257017,7,True,0.02059475,2.1791024,0.8491361
PSMD7,ENSG00000103035,536,True,0.70671463,2.6959846,0.5183506
RP11-252A24.3,ENSG00000261079,5,True,0.0136350235,2.2478547,0.9848856
GABARAPL2,ENSG00000034713,978,True,1.1650438,2.9602644,0.59535533
KARS,ENSG00000065427,553,True,0.76256794,3.2994697,1.3728735
TERF2IP,ENSG00000166848,613,True,0.81956846,2.7274048,0.56284106
COTL1,ENSG00000103187,1689,True,2.4567013,3.2820826,0.8397301
C16orf74,ENSG00000154102,128,True,0.25517157,3.206032,2.87678
IRF8,ENSG00000140968,296,True,0.5485124,3.3379273,1.456765
BANP,ENSG00000172530,63,True,0.11324107,2.6882825,1.854498
CYBA,ENSG00000051523,2277,True,2.8266423,2.9050927,0.50958127
MVD,ENSG00000167508,135,True,0.23183751,2.1266677,0.7456053
SPG7,ENSG00000197912,143,True,0.27113605,3.0198278,2.509125
ZNF276,ENSG00000158805,154,True,0.26685783,2.3240604,1.1353517
TIMM22,ENSG00000177370,133,True,0.2202164,2.3368952,1.1606936
YWHAE,ENSG00000108953,384,True,0.52910125,2.7817826,0.7440229
PITPNA-AS1,ENSG00000236618,134,True,0.29397607,3.748676,1.983171
PRPF8,ENSG00000174231,245,True,0.39487028,2.933537,0.9385078
SERPINF1,ENSG00000132386,22,True,0.035928916,2.1017506,0.69640714
SMYD4,ENSG00000186532,56,True,0.10047858,2.3950875,1.2755926
PAFAH1B1,ENSG00000007168,178,True,0.2713849,2.854134,2.1819673
SHPK-1,ENSG00000197417,7,True,0.015069863,2.028774,0.5523169
P2RX5,ENSG00000083454,145,True,0.3131098,3.228216,1.3161614
ARRB2,ENSG00000141480,689,True,0.94283575,3.2082705,1.2044178
PSMB6,ENSG00000142507,749,True,0.9387884,3.624359,1.8529464
GP1BA,ENSG00000185245,15,True,0.044855934,2.4848228,1.4527724
SLC25A11,ENSG00000108528,344,True,0.51630205,2.7107596,0.65300155
ZNF232,ENSG00000167840,23,True,0.061062906,3.6786413,3.809934
ZNF594,ENSG00000180626,5,True,0.013251072,2.27197,1.0325006
TXNDC17,ENSG00000129235,303,True,0.43734035,2.9130402,0.91223955
ALOX12,ENSG00000108839,11,True,0.031624876,2.53112,1.5441852
CLEC10A,ENSG00000132514,63,True,0.12726861,2.1293895,0.7509794
ASGR1,ENSG00000141505,212,True,0.39707786,3.0611587,1.1020647
ACADVL,ENSG00000072778,278,True,0.42860046,2.812239,0.783055
ELP5,ENSG00000170291,179,True,0.27738157,2.0761406,0.64584094
ACAP1,ENSG00000072818,817,True,1.077399,2.994042,0.8705143
TMEM102,ENSG00000181284,59,True,0.10978739,2.692933,1.8636805
TNFSF12,ENSG00000239697,143,True,0.22828314,2.044613,0.58359027
AC113189.5,ENSG00000233223,38,True,0.07311232,2.4723408,1.4281272
SAT2,ENSG00000141504,458,True,0.6660831,2.9639683,0.8978102
C17orf59,ENSG00000196544,118,True,0.29490364,4.8535094,3.3990996
ADPRM,ENSG00000170222,116,True,0.21421754,3.0063126,2.4824395
UBB,ENSG00000170315,2094,True,2.314209,3.2242656,0.7355431
TRPV2,ENSG00000187688,164,True,0.25669312,2.015625,0.5263545
PLD6,ENSG00000179598,30,True,0.06392007,2.3619485,1.2101606
NT5M,ENSG00000205309,7,True,0.018474245,2.3731482,1.232274
MED9,ENSG00000141026,36,True,0.09939154,3.7276444,3.9066892
RASD1,ENSG00000108551,21,True,0.080247484,4.3357687,5.107414
PEMT,ENSG00000133027,60,True,0.14906408,4.240466,4.9192414
SREBF1,ENSG00000072310,38,True,0.09558525,3.9182627,4.2830596
TRIM16L,ENSG00000108448,16,True,0.042570274,2.7619963,2.0000439
GRAP,ENSG00000154016,86,True,0.18361571,3.2962468,3.0549066
IFT20,ENSG00000109083,310,True,0.4625173,2.8050404,0.7738295
POLDIP2,ENSG00000004142,229,True,0.3730665,3.8390472,2.0989885
TMEM199,ENSG00000244045,159,True,0.27087888,3.5467448,3.5495079
PROCA1,ENSG00000167525,19,True,0.035614498,2.0055158,0.5063942
RAB34,ENSG00000109113,114,True,0.18124302,2.5926964,1.665766
NEK8,ENSG00000160602,28,True,0.1051368,4.20955,4.858198
PHF12,ENSG00000109118,96,True,0.18462604,3.3180356,3.097928
ADAP2,ENSG00000184060,87,True,0.12779696,2.0332732,0.56120044
NF1,ENSG00000196712,48,True,0.08383884,2.1742678,0.83959025
UTP6,ENSG00000108651,152,True,0.23593327,2.4545755,1.3930501
CCL2,ENSG00000108691,11,True,0.024363253,2.5389569,1.5596588
SLFN5,ENSG00000166750,235,True,0.38416967,2.862575,0.84756464
SLFN12,ENSG00000172123,21,True,0.036074203,2.015222,0.52555895
CCL5,ENSG00000161570,862,True,2.4312246,4.124705,2.3581474
CCL3,ENSG00000006075,375,True,1.0992314,3.6165843,1.8408288
CCL4,ENSG00000129277,307,True,1.0315571,4.151102,2.6739452
CCL4L1,ENSG00000205020,26,True,0.06396629,2.376829,1.2395415
GGNBP2,ENSG00000005955,470,True,0.6747697,3.0594363,1.032991
MRM1,ENSG00000129282,24,True,0.07740456,4.288631,5.0143414
AATF,ENSG00000108270,294,True,0.46569216,3.1303103,1.1906879
TADA2A,ENSG00000108264,32,True,0.102943845,4.7106333,5.8475733
MLLT6,ENSG00000108292,147,True,0.2559396,2.2871351,1.0624437
RARA,ENSG00000131759,106,True,0.18936393,3.4139435,3.2872956
CTD-2267D19.2,ENSG00000265666,40,True,0.07150381,2.0633504,0.62058705
RP5-1028K7.2,ENSG00000266088,47,True,0.10416181,2.5257437,1.5335697
DNAJC7,ENSG00000168259,424,True,0.60449284,3.5924191,1.7876842
NKIRAS2,ENSG00000168256,122,True,0.20589013,2.8115034,2.0977943
RP11-400F19.6,ENSG00000266962,37,True,0.10515321,4.083375,4.6090693
MLX,ENSG00000108788,318,True,0.4608924,2.713745,0.6568276
TUBG2,ENSG00000037042,9,True,0.018705491,2.4549372,1.3937643
VPS25,ENSG00000131475,207,True,0.38891894,4.301029,2.6910539
RUNDC1,ENSG00000198863,57,True,0.119222976,3.3744464,3.2093096
IFI35,ENSG00000068079,487,True,0.7211141,2.947002,0.8737862
NBR1,ENSG00000188554,161,True,0.2899916,3.7651882,2.0043325
DHX8,ENSG00000067596,55,True,0.10063698,2.3152685,1.1179923
RP11-527L4.5,ENSG00000267166,7,True,0.034027193,3.8115695,4.0723968
HDAC5,ENSG00000108840,112,True,0.2151977,3.2555547,2.9745612
GRN,ENSG00000030582,648,True,1.0772392,2.827864,0.6115039
ITGA2B,ENSG00000005961,17,True,0.11713799,3.6758301,3.8043833
HEXIM2,ENSG00000168517,33,True,0.059311498,2.0314782,0.55765617
RP11-798G7.6,ENSG00000267198,9,True,0.016690992,2.0747344,0.6430645
GOSR2,ENSG00000108433,119,True,0.2210043,3.5155191,3.4878538
ITGB3,ENSG00000259207,6,True,0.025652431,2.7610557,1.9981867
OSBPL7,ENSG00000006025,32,True,0.064985044,2.1717968,0.8347114
ABI3,ENSG00000108798,478,True,0.7293993,3.0456452,1.0134631
PDK2,ENSG00000005882,85,True,0.20158671,4.6431417,5.714313
SAMD14,ENSG00000167100,4,True,0.01339094,2.5124738,1.5073687
LRRC59,ENSG00000108829,170,True,0.32737988,4.51719,2.9680805
ABCC3,ENSG00000108846,16,True,0.026224248,2.0329688,0.56059927
LUC7L3,ENSG00000108848,469,True,0.7557978,4.575811,3.1801474
MMD,ENSG00000108960,56,True,0.16096029,3.2375712,2.9390533
NOG,ENSG00000183691,29,True,0.05756046,2.6441462,1.7673521
SCPEP1,ENSG00000121064,363,True,0.6006606,2.7273061,0.5627013
MRPS23,ENSG00000181610,309,True,0.46010858,3.2050953,1.2865306
BZRAP1-AS1,ENSG00000265148,104,True,0.18394409,2.199688,0.8897817
SEPT4,ENSG00000108387,5,True,0.014879261,2.4427438,1.3696886
YPEL2,ENSG00000175155,60,True,0.24797848,5.8062873,8.010912
INTS2,ENSG00000108506,15,True,0.044845235,3.643025,3.7396102
CYB561,ENSG00000008283,62,True,0.09991962,2.0375898,0.56972337
